group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Vec,300000,,,71387000.0,ns,4
Radix Sort (Normal),Vec,300000,,,60460700.0,ns,4
Radix Sort (Normal),Vec,300000,,,56688100.0,ns,4
Radix Sort (Normal),Vec,300000,,,64333200.0,ns,4
Radix Sort (Normal),Vec,300000,,,71908200.0,ns,4
Radix Sort (Normal),Vec,300000,,,66099500.0,ns,4
Radix Sort (Normal),Vec,300000,,,64322600.0,ns,4
Radix Sort (Normal),Vec,300000,,,56938200.0,ns,4
Radix Sort (Normal),Vec,300000,,,55349600.0,ns,4
Radix Sort (Normal),Vec,300000,,,53578100.0,ns,4
Radix Sort (Normal),Vec,300000,,,56195100.0,ns,4
Radix Sort (Normal),Vec,300000,,,55472200.0,ns,4
Radix Sort (Normal),Vec,300000,,,64754500.0,ns,4
Radix Sort (Normal),Vec,300000,,,61143900.0,ns,4
Radix Sort (Normal),Vec,300000,,,61404400.0,ns,4
Radix Sort (Normal),Vec,300000,,,54479300.0,ns,4
Radix Sort (Normal),Vec,300000,,,59285200.0,ns,4
Radix Sort (Normal),Vec,300000,,,59976200.0,ns,4
Radix Sort (Normal),Vec,300000,,,55708900.0,ns,4
Radix Sort (Normal),Vec,300000,,,57687600.0,ns,4
Radix Sort (Normal),Vec,300000,,,57451400.0,ns,4
Radix Sort (Normal),Vec,300000,,,59358600.0,ns,4
Radix Sort (Normal),Vec,300000,,,60323300.0,ns,4
Radix Sort (Normal),Vec,300000,,,58170900.0,ns,4
Radix Sort (Normal),Vec,300000,,,59530100.0,ns,4
Radix Sort (Normal),Vec,300000,,,59255300.0,ns,4
Radix Sort (Normal),Vec,300000,,,64532200.0,ns,4
Radix Sort (Normal),Vec,300000,,,68765000.0,ns,4
Radix Sort (Normal),Vec,300000,,,71674500.0,ns,4
Radix Sort (Normal),Vec,300000,,,68599200.0,ns,4
Radix Sort (Normal),Vec,300000,,,67538400.0,ns,4
Radix Sort (Normal),Vec,300000,,,67893000.0,ns,4
Radix Sort (Normal),Vec,300000,,,67173700.0,ns,4
Radix Sort (Normal),Vec,300000,,,62457700.0,ns,4
Radix Sort (Normal),Vec,300000,,,56750500.0,ns,4
Radix Sort (Normal),Vec,300000,,,59104500.0,ns,4
Radix Sort (Normal),Vec,300000,,,57389400.0,ns,4
Radix Sort (Normal),Vec,300000,,,60106300.0,ns,4
Radix Sort (Normal),Vec,300000,,,64361200.0,ns,4
Radix Sort (Normal),Vec,300000,,,55452200.0,ns,4
Radix Sort (Normal),Vec,300000,,,56799600.0,ns,4
