group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Vec,400000,,,59252200.0,ns,3
Radix Sort (Normal),Vec,400000,,,63739200.0,ns,3
Radix Sort (Normal),Vec,400000,,,59278400.0,ns,3
Radix Sort (Normal),Vec,400000,,,68119300.0,ns,3
Radix Sort (Normal),Vec,400000,,,68553600.0,ns,3
Radix Sort (Normal),Vec,400000,,,68925200.0,ns,3
Radix Sort (Normal),Vec,400000,,,68575100.0,ns,3
Radix Sort (Normal),Vec,400000,,,66005900.0,ns,3
Radix Sort (Normal),Vec,400000,,,66663200.0,ns,3
Radix Sort (Normal),Vec,400000,,,65671500.0,ns,3
Radix Sort (Normal),Vec,400000,,,62774900.0,ns,3
Radix Sort (Normal),Vec,400000,,,69322200.0,ns,3
Radix Sort (Normal),Vec,400000,,,74860100.0,ns,3
Radix Sort (Normal),Vec,400000,,,72708000.0,ns,3
Radix Sort (Normal),Vec,400000,,,68417800.0,ns,3
Radix Sort (Normal),Vec,400000,,,58554100.0,ns,3
Radix Sort (Normal),Vec,400000,,,59064800.0,ns,3
Radix Sort (Normal),Vec,400000,,,60539800.0,ns,3
Radix Sort (Normal),Vec,400000,,,58057000.0,ns,3
Radix Sort (Normal),Vec,400000,,,74821200.0,ns,3
Radix Sort (Normal),Vec,400000,,,64967400.0,ns,3
Radix Sort (Normal),Vec,400000,,,57792900.0,ns,3
Radix Sort (Normal),Vec,400000,,,64536300.0,ns,3
Radix Sort (Normal),Vec,400000,,,72942100.0,ns,3
Radix Sort (Normal),Vec,400000,,,70212000.0,ns,3
Radix Sort (Normal),Vec,400000,,,67066500.0,ns,3
Radix Sort (Normal),Vec,400000,,,60110700.0,ns,3
Radix Sort (Normal),Vec,400000,,,66339300.0,ns,3
Radix Sort (Normal),Vec,400000,,,57572900.0,ns,3
Radix Sort (Normal),Vec,400000,,,58259100.0,ns,3
Radix Sort (Normal),Vec,400000,,,62774700.0,ns,3
Radix Sort (Normal),Vec,400000,,,56283700.0,ns,3
Radix Sort (Normal),Vec,400000,,,58067300.0,ns,3
Radix Sort (Normal),Vec,400000,,,61195200.0,ns,3
Radix Sort (Normal),Vec,400000,,,60507700.0,ns,3
Radix Sort (Normal),Vec,400000,,,62419500.0,ns,3
Radix Sort (Normal),Vec,400000,,,61508600.0,ns,3
Radix Sort (Normal),Vec,400000,,,63265300.0,ns,3
Radix Sort (Normal),Vec,400000,,,64941000.0,ns,3
