group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Vec,700000,,,68336000.0,ns,1
Radix Sort (Normal),Vec,700000,,,68114600.0,ns,1
Radix Sort (Normal),Vec,700000,,,65416300.0,ns,1
Radix Sort (Normal),Vec,700000,,,59058500.0,ns,1
Radix Sort (Normal),Vec,700000,,,59089600.0,ns,1
Radix Sort (Normal),Vec,700000,,,63075500.0,ns,1
Radix Sort (Normal),Vec,700000,,,56822100.0,ns,1
Radix Sort (Normal),Vec,700000,,,63845700.0,ns,1
Radix Sort (Normal),Vec,700000,,,60699900.0,ns,1
Radix Sort (Normal),Vec,700000,,,59071100.0,ns,1
Radix Sort (Normal),Vec,700000,,,64244800.0,ns,1
Radix Sort (Normal),Vec,700000,,,67282000.0,ns,1
Radix Sort (Normal),Vec,700000,,,60027600.0,ns,1
Radix Sort (Normal),Vec,700000,,,61596100.0,ns,1
Radix Sort (Normal),Vec,700000,,,60402700.0,ns,1
Radix Sort (Normal),Vec,700000,,,61601700.0,ns,1
Radix Sort (Normal),Vec,700000,,,55241400.0,ns,1
Radix Sort (Normal),Vec,700000,,,58380800.0,ns,1
Radix Sort (Normal),Vec,700000,,,55307700.0,ns,1
Radix Sort (Normal),Vec,700000,,,60122200.0,ns,1
Radix Sort (Normal),Vec,700000,,,61958700.0,ns,1
Radix Sort (Normal),Vec,700000,,,62656700.0,ns,1
Radix Sort (Normal),Vec,700000,,,64491100.0,ns,1
Radix Sort (Normal),Vec,700000,,,70345800.0,ns,1
Radix Sort (Normal),Vec,700000,,,64750100.0,ns,1
Radix Sort (Normal),Vec,700000,,,61972000.0,ns,1
Radix Sort (Normal),Vec,700000,,,55815500.0,ns,1
Radix Sort (Normal),Vec,700000,,,61112600.0,ns,1
Radix Sort (Normal),Vec,700000,,,54348400.0,ns,1
Radix Sort (Normal),Vec,700000,,,56165300.0,ns,1
Radix Sort (Normal),Vec,700000,,,56030900.0,ns,1
Radix Sort (Normal),Vec,700000,,,59145200.0,ns,1
Radix Sort (Normal),Vec,700000,,,55322100.0,ns,1
Radix Sort (Normal),Vec,700000,,,71687700.0,ns,1
Radix Sort (Normal),Vec,700000,,,61195100.0,ns,1
Radix Sort (Normal),Vec,700000,,,56009000.0,ns,1
Radix Sort (Normal),Vec,700000,,,53651000.0,ns,1
Radix Sort (Normal),Vec,700000,,,56398500.0,ns,1
Radix Sort (Normal),Vec,700000,,,54639600.0,ns,1
Radix Sort (Normal),Vec,700000,,,54282200.0,ns,1
Radix Sort (Normal),Vec,700000,,,54139800.0,ns,1
Radix Sort (Normal),Vec,700000,,,55010100.0,ns,1
Radix Sort (Normal),Vec,700000,,,56996900.0,ns,1
Radix Sort (Normal),Vec,700000,,,55575100.0,ns,1
Radix Sort (Normal),Vec,700000,,,57568400.0,ns,1
Radix Sort (Normal),Vec,700000,,,56810700.0,ns,1
Radix Sort (Normal),Vec,700000,,,56867600.0,ns,1
Radix Sort (Normal),Vec,700000,,,56464400.0,ns,1
Radix Sort (Normal),Vec,700000,,,55735000.0,ns,1
Radix Sort (Normal),Vec,700000,,,54495100.0,ns,1
Radix Sort (Normal),Vec,700000,,,54316100.0,ns,1
Radix Sort (Normal),Vec,700000,,,53012900.0,ns,1
Radix Sort (Normal),Vec,700000,,,56205000.0,ns,1
Radix Sort (Normal),Vec,700000,,,54535900.0,ns,1
Radix Sort (Normal),Vec,700000,,,55264100.0,ns,1
Radix Sort (Normal),Vec,700000,,,55718400.0,ns,1
Radix Sort (Normal),Vec,700000,,,56331600.0,ns,1
Radix Sort (Normal),Vec,700000,,,55860400.0,ns,1
Radix Sort (Normal),Vec,700000,,,56635300.0,ns,1
Radix Sort (Normal),Vec,700000,,,57221400.0,ns,1
Radix Sort (Normal),Vec,700000,,,57099400.0,ns,1
Radix Sort (Normal),Vec,700000,,,55975900.0,ns,1
Radix Sort (Normal),Vec,700000,,,56045500.0,ns,1
Radix Sort (Normal),Vec,700000,,,57909700.0,ns,1
Radix Sort (Normal),Vec,700000,,,55102600.0,ns,1
Radix Sort (Normal),Vec,700000,,,53274700.0,ns,1
Radix Sort (Normal),Vec,700000,,,53784800.0,ns,1
