group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Cache Defeated),Vec,3000000,,,218554700.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,203711800.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,218087600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,205238200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,207679400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,208544600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,237218400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,242499800.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,203834600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,227425100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,217437000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,208740100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,213230000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,203661800.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,247646900.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,231638900.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,199483200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,211216900.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,212664700.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,201676100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,217666000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,214328600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,211484800.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,215057500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,201621000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,209994500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,214837400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,211774600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,211558600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,207264400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,219275900.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,233731400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,228698100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,221774200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,207747300.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,201598500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,208530000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,220803100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,253863000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,233210900.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,233771200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,243085100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,239727600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,217533200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,230698000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,218251300.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,215843100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,230887100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,214213400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,207528500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,213806000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,209735600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,216123400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,235191600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,214791300.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,225510000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,227711100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,218834300.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,209406500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,231754000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,220811400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,251584700.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,224624700.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,203314100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,215628200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,266607200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,250955800.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,288062200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,264321500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,297615400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,328017000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,235509400.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,214474500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,216421800.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,202450200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,206508200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,214832000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,213256300.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,208570000.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,206613100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,215586500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,216135600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,206587200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,214034600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,241804700.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,224664300.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,227495200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,241059200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,219575600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,231614700.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,216694800.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,240950200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,226947200.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,215065600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,243295600.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,235654700.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,243081500.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,215447900.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,262215100.0,ns,1
Radix Sort (Cache Defeated),Vec,3000000,,,272637600.0,ns,1
