group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Vec,800000,,,59588900.0,ns,1
Radix Sort (Normal),Vec,800000,,,51828900.0,ns,1
Radix Sort (Normal),Vec,800000,,,46756400.0,ns,1
Radix Sort (Normal),Vec,800000,,,46439700.0,ns,1
Radix Sort (Normal),Vec,800000,,,47438100.0,ns,1
Radix Sort (Normal),Vec,800000,,,49396100.0,ns,1
Radix Sort (Normal),Vec,800000,,,48782500.0,ns,1
Radix Sort (Normal),Vec,800000,,,47019800.0,ns,1
Radix Sort (Normal),Vec,800000,,,45479500.0,ns,1
Radix Sort (Normal),Vec,800000,,,45848800.0,ns,1
Radix Sort (Normal),Vec,800000,,,45964800.0,ns,1
Radix Sort (Normal),Vec,800000,,,45411700.0,ns,1
Radix Sort (Normal),Vec,800000,,,47598200.0,ns,1
Radix Sort (Normal),Vec,800000,,,49014300.0,ns,1
Radix Sort (Normal),Vec,800000,,,47162600.0,ns,1
Radix Sort (Normal),Vec,800000,,,47268300.0,ns,1
Radix Sort (Normal),Vec,800000,,,46261900.0,ns,1
Radix Sort (Normal),Vec,800000,,,47626700.0,ns,1
Radix Sort (Normal),Vec,800000,,,46230100.0,ns,1
Radix Sort (Normal),Vec,800000,,,49220900.0,ns,1
Radix Sort (Normal),Vec,800000,,,53408200.0,ns,1
Radix Sort (Normal),Vec,800000,,,48784100.0,ns,1
Radix Sort (Normal),Vec,800000,,,49293300.0,ns,1
Radix Sort (Normal),Vec,800000,,,58401400.0,ns,1
Radix Sort (Normal),Vec,800000,,,54405900.0,ns,1
Radix Sort (Normal),Vec,800000,,,55038600.0,ns,1
Radix Sort (Normal),Vec,800000,,,59879500.0,ns,1
Radix Sort (Normal),Vec,800000,,,53464600.0,ns,1
Radix Sort (Normal),Vec,800000,,,54784100.0,ns,1
Radix Sort (Normal),Vec,800000,,,57329800.0,ns,1
Radix Sort (Normal),Vec,800000,,,60001700.0,ns,1
Radix Sort (Normal),Vec,800000,,,60994900.0,ns,1
Radix Sort (Normal),Vec,800000,,,66258800.0,ns,1
Radix Sort (Normal),Vec,800000,,,64505500.0,ns,1
Radix Sort (Normal),Vec,800000,,,61081100.0,ns,1
Radix Sort (Normal),Vec,800000,,,66920800.0,ns,1
Radix Sort (Normal),Vec,800000,,,66615800.0,ns,1
Radix Sort (Normal),Vec,800000,,,68390000.0,ns,1
Radix Sort (Normal),Vec,800000,,,56143700.0,ns,1
Radix Sort (Normal),Vec,800000,,,53265100.0,ns,1
Radix Sort (Normal),Vec,800000,,,49779700.0,ns,1
Radix Sort (Normal),Vec,800000,,,54316300.0,ns,1
Radix Sort (Normal),Vec,800000,,,60129000.0,ns,1
Radix Sort (Normal),Vec,800000,,,61835700.0,ns,1
Radix Sort (Normal),Vec,800000,,,52540500.0,ns,1
Radix Sort (Normal),Vec,800000,,,48470300.0,ns,1
Radix Sort (Normal),Vec,800000,,,47561300.0,ns,1
Radix Sort (Normal),Vec,800000,,,46231700.0,ns,1
Radix Sort (Normal),Vec,800000,,,44995000.0,ns,1
Radix Sort (Normal),Vec,800000,,,50214500.0,ns,1
Radix Sort (Normal),Vec,800000,,,57214400.0,ns,1
Radix Sort (Normal),Vec,800000,,,57660800.0,ns,1
Radix Sort (Normal),Vec,800000,,,57163700.0,ns,1
Radix Sort (Normal),Vec,800000,,,58082400.0,ns,1
Radix Sort (Normal),Vec,800000,,,55141400.0,ns,1
Radix Sort (Normal),Vec,800000,,,50601500.0,ns,1
Radix Sort (Normal),Vec,800000,,,48189100.0,ns,1
Radix Sort (Normal),Vec,800000,,,50496900.0,ns,1
Radix Sort (Normal),Vec,800000,,,45901000.0,ns,1
Radix Sort (Normal),Vec,800000,,,48059500.0,ns,1
Radix Sort (Normal),Vec,800000,,,45968100.0,ns,1
Radix Sort (Normal),Vec,800000,,,45766800.0,ns,1
Radix Sort (Normal),Vec,800000,,,48956000.0,ns,1
Radix Sort (Normal),Vec,800000,,,47963700.0,ns,1
Radix Sort (Normal),Vec,800000,,,46544800.0,ns,1
Radix Sort (Normal),Vec,800000,,,47890900.0,ns,1
Radix Sort (Normal),Vec,800000,,,45897200.0,ns,1
Radix Sort (Normal),Vec,800000,,,46862600.0,ns,1
Radix Sort (Normal),Vec,800000,,,50577000.0,ns,1
Radix Sort (Normal),Vec,800000,,,55496700.0,ns,1
Radix Sort (Normal),Vec,800000,,,55011200.0,ns,1
Radix Sort (Normal),Vec,800000,,,64329200.0,ns,1
Radix Sort (Normal),Vec,800000,,,59594800.0,ns,1
Radix Sort (Normal),Vec,800000,,,64166700.0,ns,1
Radix Sort (Normal),Vec,800000,,,59059200.0,ns,1
Radix Sort (Normal),Vec,800000,,,58045800.0,ns,1
Radix Sort (Normal),Vec,800000,,,58880300.0,ns,1
Radix Sort (Normal),Vec,800000,,,60653100.0,ns,1
Radix Sort (Normal),Vec,800000,,,56521500.0,ns,1
Radix Sort (Normal),Vec,800000,,,52861500.0,ns,1
Radix Sort (Normal),Vec,800000,,,63734900.0,ns,1
Radix Sort (Normal),Vec,800000,,,57091600.0,ns,1
Radix Sort (Normal),Vec,800000,,,58050400.0,ns,1
Radix Sort (Normal),Vec,800000,,,59789000.0,ns,1
Radix Sort (Normal),Vec,800000,,,56927600.0,ns,1
Radix Sort (Normal),Vec,800000,,,55970400.0,ns,1
Radix Sort (Normal),Vec,800000,,,53486000.0,ns,1
Radix Sort (Normal),Vec,800000,,,58800700.0,ns,1
Radix Sort (Normal),Vec,800000,,,56194900.0,ns,1
Radix Sort (Normal),Vec,800000,,,55544600.0,ns,1
Radix Sort (Normal),Vec,800000,,,56930200.0,ns,1
Radix Sort (Normal),Vec,800000,,,57591900.0,ns,1
Radix Sort (Normal),Vec,800000,,,54677500.0,ns,1
Radix Sort (Normal),Vec,800000,,,51457400.0,ns,1
Radix Sort (Normal),Vec,800000,,,49414300.0,ns,1
Radix Sort (Normal),Vec,800000,,,48989900.0,ns,1
Radix Sort (Normal),Vec,800000,,,49169300.0,ns,1
Radix Sort (Normal),Vec,800000,,,50465900.0,ns,1
Radix Sort (Normal),Vec,800000,,,53940800.0,ns,1
Radix Sort (Normal),Vec,800000,,,49619000.0,ns,1
