group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Linked List,100000,,,179125200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170430000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170423100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,176453800.0,ns,1
Radix Sort (Normal),Linked List,100000,,,165141200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,173358700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,161441200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,166104200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,178724500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,181583100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,176927500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,174311500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172055600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,178220200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,177127300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170311900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,186621600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,214267200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,166451400.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172754400.0,ns,1
Radix Sort (Normal),Linked List,100000,,,182283100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,167096600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171563600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,167358500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172760300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170136800.0,ns,1
Radix Sort (Normal),Linked List,100000,,,174141500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170395600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,166724000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171194900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175060700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,173261600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,177955400.0,ns,1
Radix Sort (Normal),Linked List,100000,,,173280600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175157300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,174511600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,167036700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,176474800.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170754700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172803300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,178993300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,163220900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175459000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,179141900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170485000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171960200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,199481800.0,ns,1
Radix Sort (Normal),Linked List,100000,,,198907400.0,ns,1
Radix Sort (Normal),Linked List,100000,,,174822700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,178919200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172689400.0,ns,1
Radix Sort (Normal),Linked List,100000,,,159183000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,180654100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,157765100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,164820900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,180388700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,165310100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,168335000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,181647600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,167250200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171274700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172071500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,169122500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,168875900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,178668300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,164609500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,176591200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175651500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171089200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175296600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,177711900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,176406400.0,ns,1
Radix Sort (Normal),Linked List,100000,,,179726900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,178296200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172559500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175609800.0,ns,1
Radix Sort (Normal),Linked List,100000,,,196768000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,187497300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,176972200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,165299200.0,ns,1
Radix Sort (Normal),Linked List,100000,,,155343000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175585600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,175256600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,167302600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171929800.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171008700.0,ns,1
Radix Sort (Normal),Linked List,100000,,,163193100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,176210300.0,ns,1
Radix Sort (Normal),Linked List,100000,,,165986100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,165331000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,183552600.0,ns,1
Radix Sort (Normal),Linked List,100000,,,167050100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,171402500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,163274800.0,ns,1
Radix Sort (Normal),Linked List,100000,,,163779100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,164865100.0,ns,1
Radix Sort (Normal),Linked List,100000,,,177871900.0,ns,1
Radix Sort (Normal),Linked List,100000,,,172185500.0,ns,1
Radix Sort (Normal),Linked List,100000,,,170743000.0,ns,1
Radix Sort (Normal),Linked List,100000,,,165561500.0,ns,1
