group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Linked List,900000,,,2436775900.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2477075700.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2581698200.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2540108700.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2335754600.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2387689000.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2456830500.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2409670900.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2376889100.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2301680400.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2277622300.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2259130500.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2370596900.0,ns,1
Radix Sort (Normal),Linked List,900000,,,2290809700.0,ns,1
