group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Cache Defeated),Linked List,4000000,,,6867055600.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7414361000.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7372188900.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7153792900.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6862737800.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6786344300.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6851381700.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6883006600.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6729329800.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7003148200.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6704168300.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6826879200.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6795581800.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7169019400.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7153542700.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7181522700.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6905873100.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6859340600.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7010163000.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6800397000.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6639413400.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6754175800.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,7007555000.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6844096600.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6467118300.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6483413700.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6545926900.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6449901900.0,ns,1
Radix Sort (Cache Defeated),Linked List,4000000,,,6495656700.0,ns,1
