group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Linked List,500000,,,1145822200.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1153939800.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1249821300.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1163196600.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1156249700.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1155862800.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1210696100.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1163274500.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1162414500.0,ns,1
Radix Sort (Normal),Linked List,500000,,,1164423400.0,ns,1
