group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Vec,900000,,,58231800.0,ns,1
Radix Sort (Normal),Vec,900000,,,59059300.0,ns,1
Radix Sort (Normal),Vec,900000,,,48723300.0,ns,1
Radix Sort (Normal),Vec,900000,,,53925100.0,ns,1
Radix Sort (Normal),Vec,900000,,,51519200.0,ns,1
Radix Sort (Normal),Vec,900000,,,54594000.0,ns,1
Radix Sort (Normal),Vec,900000,,,55797100.0,ns,1
Radix Sort (Normal),Vec,900000,,,54103200.0,ns,1
Radix Sort (Normal),Vec,900000,,,50447200.0,ns,1
Radix Sort (Normal),Vec,900000,,,47279200.0,ns,1
Radix Sort (Normal),Vec,900000,,,50792500.0,ns,1
Radix Sort (Normal),Vec,900000,,,55683500.0,ns,1
Radix Sort (Normal),Vec,900000,,,51654600.0,ns,1
Radix Sort (Normal),Vec,900000,,,47146800.0,ns,1
Radix Sort (Normal),Vec,900000,,,50932200.0,ns,1
Radix Sort (Normal),Vec,900000,,,53179800.0,ns,1
Radix Sort (Normal),Vec,900000,,,48767900.0,ns,1
Radix Sort (Normal),Vec,900000,,,50623600.0,ns,1
Radix Sort (Normal),Vec,900000,,,51249900.0,ns,1
Radix Sort (Normal),Vec,900000,,,55493300.0,ns,1
Radix Sort (Normal),Vec,900000,,,48929100.0,ns,1
Radix Sort (Normal),Vec,900000,,,52189700.0,ns,1
Radix Sort (Normal),Vec,900000,,,48926200.0,ns,1
Radix Sort (Normal),Vec,900000,,,48634500.0,ns,1
Radix Sort (Normal),Vec,900000,,,51953500.0,ns,1
Radix Sort (Normal),Vec,900000,,,48943800.0,ns,1
Radix Sort (Normal),Vec,900000,,,48582500.0,ns,1
Radix Sort (Normal),Vec,900000,,,48929900.0,ns,1
Radix Sort (Normal),Vec,900000,,,50497600.0,ns,1
Radix Sort (Normal),Vec,900000,,,52510400.0,ns,1
Radix Sort (Normal),Vec,900000,,,49084200.0,ns,1
Radix Sort (Normal),Vec,900000,,,49921000.0,ns,1
Radix Sort (Normal),Vec,900000,,,50825500.0,ns,1
Radix Sort (Normal),Vec,900000,,,51224100.0,ns,1
Radix Sort (Normal),Vec,900000,,,46090100.0,ns,1
Radix Sort (Normal),Vec,900000,,,50318500.0,ns,1
Radix Sort (Normal),Vec,900000,,,59996400.0,ns,1
Radix Sort (Normal),Vec,900000,,,50899600.0,ns,1
Radix Sort (Normal),Vec,900000,,,61652100.0,ns,1
Radix Sort (Normal),Vec,900000,,,52419400.0,ns,1
Radix Sort (Normal),Vec,900000,,,51970300.0,ns,1
Radix Sort (Normal),Vec,900000,,,46694400.0,ns,1
Radix Sort (Normal),Vec,900000,,,49391100.0,ns,1
Radix Sort (Normal),Vec,900000,,,54320900.0,ns,1
Radix Sort (Normal),Vec,900000,,,50995000.0,ns,1
Radix Sort (Normal),Vec,900000,,,51110600.0,ns,1
Radix Sort (Normal),Vec,900000,,,50999200.0,ns,1
Radix Sort (Normal),Vec,900000,,,50335100.0,ns,1
Radix Sort (Normal),Vec,900000,,,47459900.0,ns,1
Radix Sort (Normal),Vec,900000,,,48981500.0,ns,1
Radix Sort (Normal),Vec,900000,,,48505800.0,ns,1
Radix Sort (Normal),Vec,900000,,,46222600.0,ns,1
Radix Sort (Normal),Vec,900000,,,48403300.0,ns,1
Radix Sort (Normal),Vec,900000,,,50459300.0,ns,1
Radix Sort (Normal),Vec,900000,,,52262200.0,ns,1
Radix Sort (Normal),Vec,900000,,,47064100.0,ns,1
Radix Sort (Normal),Vec,900000,,,52725600.0,ns,1
Radix Sort (Normal),Vec,900000,,,51534400.0,ns,1
Radix Sort (Normal),Vec,900000,,,51375700.0,ns,1
Radix Sort (Normal),Vec,900000,,,50098800.0,ns,1
Radix Sort (Normal),Vec,900000,,,48731600.0,ns,1
Radix Sort (Normal),Vec,900000,,,50755900.0,ns,1
Radix Sort (Normal),Vec,900000,,,46028100.0,ns,1
Radix Sort (Normal),Vec,900000,,,50232700.0,ns,1
Radix Sort (Normal),Vec,900000,,,53213500.0,ns,1
Radix Sort (Normal),Vec,900000,,,48132500.0,ns,1
Radix Sort (Normal),Vec,900000,,,49512900.0,ns,1
Radix Sort (Normal),Vec,900000,,,51096800.0,ns,1
Radix Sort (Normal),Vec,900000,,,50256900.0,ns,1
Radix Sort (Normal),Vec,900000,,,47596700.0,ns,1
Radix Sort (Normal),Vec,900000,,,50606300.0,ns,1
Radix Sort (Normal),Vec,900000,,,49240300.0,ns,1
Radix Sort (Normal),Vec,900000,,,46335900.0,ns,1
Radix Sort (Normal),Vec,900000,,,49434600.0,ns,1
Radix Sort (Normal),Vec,900000,,,48661600.0,ns,1
Radix Sort (Normal),Vec,900000,,,59823000.0,ns,1
Radix Sort (Normal),Vec,900000,,,57895500.0,ns,1
Radix Sort (Normal),Vec,900000,,,59265400.0,ns,1
Radix Sort (Normal),Vec,900000,,,57385300.0,ns,1
Radix Sort (Normal),Vec,900000,,,50861500.0,ns,1
Radix Sort (Normal),Vec,900000,,,51600200.0,ns,1
Radix Sort (Normal),Vec,900000,,,48958300.0,ns,1
Radix Sort (Normal),Vec,900000,,,51097600.0,ns,1
Radix Sort (Normal),Vec,900000,,,47869400.0,ns,1
Radix Sort (Normal),Vec,900000,,,48971500.0,ns,1
Radix Sort (Normal),Vec,900000,,,51979700.0,ns,1
Radix Sort (Normal),Vec,900000,,,49239600.0,ns,1
Radix Sort (Normal),Vec,900000,,,48698900.0,ns,1
Radix Sort (Normal),Vec,900000,,,48758900.0,ns,1
Radix Sort (Normal),Vec,900000,,,49511400.0,ns,1
Radix Sort (Normal),Vec,900000,,,46297400.0,ns,1
Radix Sort (Normal),Vec,900000,,,48267700.0,ns,1
Radix Sort (Normal),Vec,900000,,,50408200.0,ns,1
Radix Sort (Normal),Vec,900000,,,49816400.0,ns,1
