group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Cache Defeated),Linked List,3000000,,,5210601900.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5235109000.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5189727900.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4991942900.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4937032000.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5056733000.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5445973100.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4916549500.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4801199200.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5161535900.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4871690600.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5073831200.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4896988000.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5128949000.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5106282700.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5298997800.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5332335100.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5035284100.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5055188500.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4942401100.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4835400400.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4976067100.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4747121800.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4810809800.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4817447200.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4771269900.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4737458000.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4792186600.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5043743500.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4838340400.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4832174300.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4791852700.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5038048600.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5208830200.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5197220100.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5195319400.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4929494800.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5313897300.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4833477500.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4921441900.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5168388900.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5145903600.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4789655800.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4845580200.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4933774200.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4895923600.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,4758936500.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5154705600.0,ns,1
Radix Sort (Cache Defeated),Linked List,3000000,,,5228508300.0,ns,1
