group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Vec,1000,,,986600.0,ns,18
Radix Sort (Normal),Vec,1000,,,1847700.0,ns,36
Radix Sort (Normal),Vec,1000,,,2899600.0,ns,54
Radix Sort (Normal),Vec,1000,,,3860200.0,ns,72
Radix Sort (Normal),Vec,1000,,,4772000.0,ns,90
Radix Sort (Normal),Vec,1000,,,5747800.0,ns,108
Radix Sort (Normal),Vec,1000,,,6772500.0,ns,126
Radix Sort (Normal),Vec,1000,,,7766900.0,ns,144
Radix Sort (Normal),Vec,1000,,,8667300.0,ns,162
Radix Sort (Normal),Vec,1000,,,9616600.0,ns,180
Radix Sort (Normal),Vec,1000,,,10737800.0,ns,198
Radix Sort (Normal),Vec,1000,,,11961500.0,ns,216
Radix Sort (Normal),Vec,1000,,,13184700.0,ns,234
Radix Sort (Normal),Vec,1000,,,14592500.0,ns,252
Radix Sort (Normal),Vec,1000,,,15215900.0,ns,270
Radix Sort (Normal),Vec,1000,,,16429400.0,ns,288
Radix Sort (Normal),Vec,1000,,,17153600.0,ns,306
Radix Sort (Normal),Vec,1000,,,18665600.0,ns,324
Radix Sort (Normal),Vec,1000,,,18860900.0,ns,342
Radix Sort (Normal),Vec,1000,,,19406700.0,ns,360
Radix Sort (Normal),Vec,1000,,,20240800.0,ns,378
Radix Sort (Normal),Vec,1000,,,21160300.0,ns,396
Radix Sort (Normal),Vec,1000,,,21952100.0,ns,414
Radix Sort (Normal),Vec,1000,,,23079100.0,ns,432
Radix Sort (Normal),Vec,1000,,,24790500.0,ns,450
Radix Sort (Normal),Vec,1000,,,24924000.0,ns,468
Radix Sort (Normal),Vec,1000,,,25877100.0,ns,486
Radix Sort (Normal),Vec,1000,,,27439300.0,ns,504
Radix Sort (Normal),Vec,1000,,,28935900.0,ns,522
Radix Sort (Normal),Vec,1000,,,28868900.0,ns,540
Radix Sort (Normal),Vec,1000,,,30768400.0,ns,558
Radix Sort (Normal),Vec,1000,,,31693300.0,ns,576
Radix Sort (Normal),Vec,1000,,,34697400.0,ns,594
Radix Sort (Normal),Vec,1000,,,34797300.0,ns,612
Radix Sort (Normal),Vec,1000,,,35383300.0,ns,630
Radix Sort (Normal),Vec,1000,,,35721000.0,ns,648
Radix Sort (Normal),Vec,1000,,,35596200.0,ns,666
Radix Sort (Normal),Vec,1000,,,36401700.0,ns,684
Radix Sort (Normal),Vec,1000,,,37611500.0,ns,702
Radix Sort (Normal),Vec,1000,,,40620700.0,ns,720
Radix Sort (Normal),Vec,1000,,,41215300.0,ns,738
Radix Sort (Normal),Vec,1000,,,42464300.0,ns,756
Radix Sort (Normal),Vec,1000,,,43798900.0,ns,774
Radix Sort (Normal),Vec,1000,,,43834400.0,ns,792
Radix Sort (Normal),Vec,1000,,,43338300.0,ns,810
Radix Sort (Normal),Vec,1000,,,50416500.0,ns,828
Radix Sort (Normal),Vec,1000,,,47876600.0,ns,846
Radix Sort (Normal),Vec,1000,,,47530100.0,ns,864
Radix Sort (Normal),Vec,1000,,,49164500.0,ns,882
Radix Sort (Normal),Vec,1000,,,49213600.0,ns,900
Radix Sort (Normal),Vec,1000,,,49693600.0,ns,918
Radix Sort (Normal),Vec,1000,,,51437500.0,ns,936
Radix Sort (Normal),Vec,1000,,,60741000.0,ns,954
Radix Sort (Normal),Vec,1000,,,66118900.0,ns,972
Radix Sort (Normal),Vec,1000,,,62851000.0,ns,990
Radix Sort (Normal),Vec,1000,,,65843200.0,ns,1008
Radix Sort (Normal),Vec,1000,,,60077300.0,ns,1026
Radix Sort (Normal),Vec,1000,,,56432400.0,ns,1044
Radix Sort (Normal),Vec,1000,,,57055200.0,ns,1062
Radix Sort (Normal),Vec,1000,,,57944800.0,ns,1080
Radix Sort (Normal),Vec,1000,,,59107200.0,ns,1098
Radix Sort (Normal),Vec,1000,,,60592400.0,ns,1116
Radix Sort (Normal),Vec,1000,,,60610800.0,ns,1134
Radix Sort (Normal),Vec,1000,,,67441000.0,ns,1152
Radix Sort (Normal),Vec,1000,,,65002900.0,ns,1170
Radix Sort (Normal),Vec,1000,,,67364500.0,ns,1188
Radix Sort (Normal),Vec,1000,,,67320100.0,ns,1206
Radix Sort (Normal),Vec,1000,,,65568600.0,ns,1224
Radix Sort (Normal),Vec,1000,,,66560800.0,ns,1242
Radix Sort (Normal),Vec,1000,,,70264400.0,ns,1260
Radix Sort (Normal),Vec,1000,,,71918400.0,ns,1278
Radix Sort (Normal),Vec,1000,,,79683200.0,ns,1296
Radix Sort (Normal),Vec,1000,,,73257800.0,ns,1314
Radix Sort (Normal),Vec,1000,,,73686900.0,ns,1332
Radix Sort (Normal),Vec,1000,,,71989800.0,ns,1350
Radix Sort (Normal),Vec,1000,,,76472400.0,ns,1368
Radix Sort (Normal),Vec,1000,,,77286000.0,ns,1386
Radix Sort (Normal),Vec,1000,,,82944900.0,ns,1404
Radix Sort (Normal),Vec,1000,,,78990800.0,ns,1422
Radix Sort (Normal),Vec,1000,,,81386500.0,ns,1440
Radix Sort (Normal),Vec,1000,,,81326700.0,ns,1458
Radix Sort (Normal),Vec,1000,,,80365200.0,ns,1476
Radix Sort (Normal),Vec,1000,,,82169900.0,ns,1494
Radix Sort (Normal),Vec,1000,,,91267500.0,ns,1512
Radix Sort (Normal),Vec,1000,,,84630800.0,ns,1530
Radix Sort (Normal),Vec,1000,,,87948800.0,ns,1548
Radix Sort (Normal),Vec,1000,,,87083300.0,ns,1566
Radix Sort (Normal),Vec,1000,,,86334600.0,ns,1584
Radix Sort (Normal),Vec,1000,,,90181900.0,ns,1602
Radix Sort (Normal),Vec,1000,,,93077500.0,ns,1620
Radix Sort (Normal),Vec,1000,,,101630100.0,ns,1638
Radix Sort (Normal),Vec,1000,,,97070600.0,ns,1656
Radix Sort (Normal),Vec,1000,,,102039200.0,ns,1674
Radix Sort (Normal),Vec,1000,,,105279200.0,ns,1692
Radix Sort (Normal),Vec,1000,,,109970500.0,ns,1710
Radix Sort (Normal),Vec,1000,,,104293700.0,ns,1728
Radix Sort (Normal),Vec,1000,,,100829400.0,ns,1746
Radix Sort (Normal),Vec,1000,,,100097300.0,ns,1764
Radix Sort (Normal),Vec,1000,,,99742900.0,ns,1782
Radix Sort (Normal),Vec,1000,,,104464900.0,ns,1800
