group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Linked List,200000,,,375864000.0,ns,1
Radix Sort (Normal),Linked List,200000,,,376131600.0,ns,1
Radix Sort (Normal),Linked List,200000,,,397153900.0,ns,1
Radix Sort (Normal),Linked List,200000,,,378886200.0,ns,1
Radix Sort (Normal),Linked List,200000,,,395627900.0,ns,1
Radix Sort (Normal),Linked List,200000,,,382637600.0,ns,1
Radix Sort (Normal),Linked List,200000,,,376313600.0,ns,1
Radix Sort (Normal),Linked List,200000,,,400677900.0,ns,1
Radix Sort (Normal),Linked List,200000,,,376477300.0,ns,1
Radix Sort (Normal),Linked List,200000,,,377749400.0,ns,1
Radix Sort (Normal),Linked List,200000,,,398076200.0,ns,1
Radix Sort (Normal),Linked List,200000,,,428297800.0,ns,1
Radix Sort (Normal),Linked List,200000,,,399398100.0,ns,1
Radix Sort (Normal),Linked List,200000,,,384186600.0,ns,1
Radix Sort (Normal),Linked List,200000,,,380901600.0,ns,1
Radix Sort (Normal),Linked List,200000,,,385240100.0,ns,1
Radix Sort (Normal),Linked List,200000,,,375311700.0,ns,1
Radix Sort (Normal),Linked List,200000,,,400415800.0,ns,1
Radix Sort (Normal),Linked List,200000,,,394337000.0,ns,1
Radix Sort (Normal),Linked List,200000,,,403149700.0,ns,1
Radix Sort (Normal),Linked List,200000,,,383682400.0,ns,1
Radix Sort (Normal),Linked List,200000,,,383345300.0,ns,1
Radix Sort (Normal),Linked List,200000,,,382162100.0,ns,1
Radix Sort (Normal),Linked List,200000,,,376690100.0,ns,1
Radix Sort (Normal),Linked List,200000,,,397369300.0,ns,1
Radix Sort (Normal),Linked List,200000,,,428369900.0,ns,1
Radix Sort (Normal),Linked List,200000,,,380668800.0,ns,1
Radix Sort (Normal),Linked List,200000,,,386336700.0,ns,1
Radix Sort (Normal),Linked List,200000,,,376431200.0,ns,1
Radix Sort (Normal),Linked List,200000,,,383898900.0,ns,1
Radix Sort (Normal),Linked List,200000,,,397840100.0,ns,1
Radix Sort (Normal),Linked List,200000,,,379306600.0,ns,1
Radix Sort (Normal),Linked List,200000,,,388867000.0,ns,1
Radix Sort (Normal),Linked List,200000,,,398740100.0,ns,1
Radix Sort (Normal),Linked List,200000,,,388907500.0,ns,1
Radix Sort (Normal),Linked List,200000,,,394650200.0,ns,1
Radix Sort (Normal),Linked List,200000,,,377449300.0,ns,1
Radix Sort (Normal),Linked List,200000,,,394495200.0,ns,1
Radix Sort (Normal),Linked List,200000,,,431684100.0,ns,1
