group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Radix Sort (Normal),Vec,100000,,,57107300.0,ns,10
Radix Sort (Normal),Vec,100000,,,50748500.0,ns,10
Radix Sort (Normal),Vec,100000,,,49755300.0,ns,10
Radix Sort (Normal),Vec,100000,,,53950900.0,ns,10
Radix Sort (Normal),Vec,100000,,,60745900.0,ns,10
Radix Sort (Normal),Vec,100000,,,58579000.0,ns,10
Radix Sort (Normal),Vec,100000,,,56050700.0,ns,10
Radix Sort (Normal),Vec,100000,,,55001400.0,ns,10
Radix Sort (Normal),Vec,100000,,,57748400.0,ns,10
Radix Sort (Normal),Vec,100000,,,54131600.0,ns,10
Radix Sort (Normal),Vec,100000,,,57508400.0,ns,10
Radix Sort (Normal),Vec,100000,,,52231500.0,ns,10
Radix Sort (Normal),Vec,100000,,,49725400.0,ns,10
Radix Sort (Normal),Vec,100000,,,48962900.0,ns,10
Radix Sort (Normal),Vec,100000,,,51973400.0,ns,10
Radix Sort (Normal),Vec,100000,,,55703500.0,ns,10
Radix Sort (Normal),Vec,100000,,,56476800.0,ns,10
Radix Sort (Normal),Vec,100000,,,52349600.0,ns,10
Radix Sort (Normal),Vec,100000,,,55764500.0,ns,10
Radix Sort (Normal),Vec,100000,,,55893600.0,ns,10
Radix Sort (Normal),Vec,100000,,,55436400.0,ns,10
Radix Sort (Normal),Vec,100000,,,51279900.0,ns,10
Radix Sort (Normal),Vec,100000,,,50113800.0,ns,10
Radix Sort (Normal),Vec,100000,,,49716200.0,ns,10
Radix Sort (Normal),Vec,100000,,,52805900.0,ns,10
Radix Sort (Normal),Vec,100000,,,58544200.0,ns,10
Radix Sort (Normal),Vec,100000,,,62769600.0,ns,10
Radix Sort (Normal),Vec,100000,,,52738500.0,ns,10
Radix Sort (Normal),Vec,100000,,,47378300.0,ns,10
Radix Sort (Normal),Vec,100000,,,47862000.0,ns,10
Radix Sort (Normal),Vec,100000,,,53471700.0,ns,10
Radix Sort (Normal),Vec,100000,,,53815500.0,ns,10
Radix Sort (Normal),Vec,100000,,,66415900.0,ns,10
Radix Sort (Normal),Vec,100000,,,60281000.0,ns,10
Radix Sort (Normal),Vec,100000,,,63899200.0,ns,10
Radix Sort (Normal),Vec,100000,,,67259100.0,ns,10
Radix Sort (Normal),Vec,100000,,,62460100.0,ns,10
Radix Sort (Normal),Vec,100000,,,55680000.0,ns,10
Radix Sort (Normal),Vec,100000,,,55168300.0,ns,10
Radix Sort (Normal),Vec,100000,,,123674300.0,ns,10
Radix Sort (Normal),Vec,100000,,,151151100.0,ns,10
Radix Sort (Normal),Vec,100000,,,76738300.0,ns,10
Radix Sort (Normal),Vec,100000,,,88939700.0,ns,10
Radix Sort (Normal),Vec,100000,,,75264400.0,ns,10
Radix Sort (Normal),Vec,100000,,,86263500.0,ns,10
Radix Sort (Normal),Vec,100000,,,99395300.0,ns,10
Radix Sort (Normal),Vec,100000,,,117684700.0,ns,10
Radix Sort (Normal),Vec,100000,,,75771400.0,ns,10
Radix Sort (Normal),Vec,100000,,,89681900.0,ns,10
Radix Sort (Normal),Vec,100000,,,99357800.0,ns,10
Radix Sort (Normal),Vec,100000,,,171954300.0,ns,10
Radix Sort (Normal),Vec,100000,,,82735000.0,ns,10
Radix Sort (Normal),Vec,100000,,,53529400.0,ns,10
Radix Sort (Normal),Vec,100000,,,49384800.0,ns,10
Radix Sort (Normal),Vec,100000,,,51690300.0,ns,10
Radix Sort (Normal),Vec,100000,,,49386300.0,ns,10
Radix Sort (Normal),Vec,100000,,,49230900.0,ns,10
Radix Sort (Normal),Vec,100000,,,49545500.0,ns,10
Radix Sort (Normal),Vec,100000,,,52172600.0,ns,10
Radix Sort (Normal),Vec,100000,,,49071400.0,ns,10
Radix Sort (Normal),Vec,100000,,,55358500.0,ns,10
Radix Sort (Normal),Vec,100000,,,56639400.0,ns,10
Radix Sort (Normal),Vec,100000,,,53166600.0,ns,10
Radix Sort (Normal),Vec,100000,,,48805600.0,ns,10
Radix Sort (Normal),Vec,100000,,,49513500.0,ns,10
Radix Sort (Normal),Vec,100000,,,50272400.0,ns,10
Radix Sort (Normal),Vec,100000,,,52096600.0,ns,10
Radix Sort (Normal),Vec,100000,,,50602500.0,ns,10
Radix Sort (Normal),Vec,100000,,,48789800.0,ns,10
Radix Sort (Normal),Vec,100000,,,48990500.0,ns,10
Radix Sort (Normal),Vec,100000,,,49131800.0,ns,10
Radix Sort (Normal),Vec,100000,,,50731300.0,ns,10
Radix Sort (Normal),Vec,100000,,,53743000.0,ns,10
Radix Sort (Normal),Vec,100000,,,50117600.0,ns,10
Radix Sort (Normal),Vec,100000,,,50127200.0,ns,10
Radix Sort (Normal),Vec,100000,,,49225900.0,ns,10
Radix Sort (Normal),Vec,100000,,,50387700.0,ns,10
Radix Sort (Normal),Vec,100000,,,50262700.0,ns,10
Radix Sort (Normal),Vec,100000,,,50376100.0,ns,10
Radix Sort (Normal),Vec,100000,,,48563500.0,ns,10
Radix Sort (Normal),Vec,100000,,,55936400.0,ns,10
Radix Sort (Normal),Vec,100000,,,60808300.0,ns,10
Radix Sort (Normal),Vec,100000,,,61688200.0,ns,10
Radix Sort (Normal),Vec,100000,,,59322900.0,ns,10
Radix Sort (Normal),Vec,100000,,,50816600.0,ns,10
Radix Sort (Normal),Vec,100000,,,49203100.0,ns,10
Radix Sort (Normal),Vec,100000,,,50660600.0,ns,10
